date,buffalo calf leather_avg_retail_price,buffalo calf leather_avg_wholesale_price,buffalo leather (heavy)_avg_retail_price,buffalo leather (heavy)_avg_wholesale_price,buffalo leather (light)_avg_retail_price,buffalo leather (light)_avg_wholesale_price,buffalo leather (medium)_avg_retail_price,buffalo leather (medium)_avg_wholesale_price,buffalo leather (ripped)_avg_retail_price,buffalo leather (ripped)_avg_wholesale_price,calf leather (medium) - salt mixed_avg_retail_price,calf leather (medium) - salt mixed_avg_wholesale_price,calf leather - salt mixed_avg_retail_price,calf leather - salt mixed_avg_wholesale_price,cow leather (heavy) - salt mixed_avg_retail_price,cow leather (heavy) - salt mixed_avg_wholesale_price,cow leather (light) - salt mixed_avg_retail_price,cow leather (light) - salt mixed_avg_wholesale_price,cow leather (ripped) - salt mixed_avg_retail_price,cow leather (ripped) - salt mixed_avg_wholesale_price,goat leather_avg_retail_price,goat leather_avg_wholesale_price,ram leather_sheep leather_avg_retail_price,ram leather_sheep leather_avg_wholesale_price
2021-12-08,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-09,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-13,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-14,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-15,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-19,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-20,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-21,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-22,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-23,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-27,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-28,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-29,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-30,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-03,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-04,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-05,,,450.0,60000.0,,,,,,,367.5,41000.0,,,662.5,60000.0,300.0,40000.0,,,12.5,2750.0,10.0,3000.0
2022-01-06,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-10,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-11,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-12,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-13,,,450.0,60000.0,,,,,,,361.5,40667.0,,,625.0,60000.0,300.0,40000.0,,,23.5,3500.0,18.0,3000.0
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-17,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-18,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-19,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-20,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-24,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-25,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-26,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-27,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-01-31,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-01,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-02,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-03,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-07,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-08,,,450.0,60000.0,,,,,,,361.5,40667.0,,,656.5,46750.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-09,,,450.0,60000.0,,,,,,,395.0,44000.0,,,681.5,49250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-10,,,450.0,60000.0,,,,,,,395.0,44000.0,,,681.5,49250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13,,,450.0,60000.0,,,,,,,395.0,44000.0,,,681.5,49250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-14,,,450.0,60000.0,,,,,,,395.0,44000.0,,,681.5,49250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-15,,,450.0,60000.0,,,,,,,395.0,44000.0,,,681.5,49250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-16,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-17,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-23,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-24,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-02-28,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-01,,,450.0,60000.0,,,,,,,428.5,47333.0,,,731.5,54250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-02,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-03,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-06,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-07,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-08,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,300.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-09,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-10,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-14,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-15,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-16,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-20,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-21,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-22,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-23,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-24,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,,,,,,,,,,,,,,,750.0,7000.0,,,,,42.5,6000.0,32.5,4000.0
2022-03-27,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-28,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-29,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-30,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-03-31,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-03,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-04,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-05,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-06,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-07,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-11,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-12,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-13,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-15,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-17,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-18,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-19,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-20,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-21,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-25,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-26,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-27,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-28,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-08,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-05-09,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-05-10,,,450.0,60000.0,,,,,,,495.0,54000.0,,,781.5,59250.0,325.0,40000.0,,,28.5,4125.0,22.5,3333.0
2022-05-11,,,450.0,60000.0,,,,,,,495.0,54000.0,,,831.5,64250.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-12,,,450.0,60000.0,,,,,,,495.0,54000.0,,,831.5,64250.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,,,450.0,60000.0,,,,,,,495.0,54000.0,,,831.5,64250.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-17,,,450.0,60000.0,,,,,,,495.0,54000.0,,,831.5,64250.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-18,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-19,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-23,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-24,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-25,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-26,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-30,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-05-31,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,28.5,4125.0,22.5,3333.0
2022-06-01,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,23.5,3625.0,26.0,3667.0
2022-06-02,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,23.5,3625.0,26.0,3667.0
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-05,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,23.5,3625.0,26.0,3667.0
2022-06-06,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,23.5,3625.0,26.0,3667.0
2022-06-07,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,425.0,50000.0,,,23.5,3625.0,26.0,3667.0
2022-06-08,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-09,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-12,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-13,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-14,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-15,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-16,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-19,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-20,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-21,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-22,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-23,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-26,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-27,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-28,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-29,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-06-30,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-07-04,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-07-05,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-07-06,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-07-07,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,325.0,40000.0,,,23.5,3625.0,26.0,3667.0
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,,,450.0,60000.0,,,,,,,428.5,47333.0,,,706.5,51750.0,412.5,60000.0,,,23.5,3625.0,26.0,3667.0
2022-07-13,,,450.0,60000.0,,,,,,,428.5,47333.0,,,687.5,50500.0,362.5,55000.0,,,30.5,4375.0,22.5,3333.0
2022-07-14,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,54250.0,362.5,55000.0,,,31.5,4400.0,22.5,3333.0
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,54250.0,362.5,55000.0,,,31.5,4400.0,22.5,3333.0
2022-07-18,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,54250.0,362.5,55000.0,,,31.5,4400.0,22.5,3333.0
2022-07-19,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,54250.0,362.5,55000.0,,,31.5,4400.0,22.5,3333.0
2022-07-20,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,54250.0,362.5,55000.0,,,24.0,3650.0,32.5,4333.0
2022-07-21,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,64250.0,362.5,55000.0,,,23.5,6400.0,32.5,4333.0
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24,,,450.0,60000.0,,,,,,,446.5,48667.0,,,719.0,64250.0,362.5,55000.0,,,23.5,6400.0,32.5,4333.0
